Pregunta,Respuesta,id,top_1_id,top_2_id,top_3_id,Respuesta modelo
"En el poema ""Antonio Chimango"", ¿quién representa la figura del gobernador de Río Grande del Sur entre 1898 y 1928?","El personaje de Antonio Chimango representa a Antonio Borges de Medeiros, gobernador de Río Grande del Sur entre 1898 y 1928.",2151,2151,3617,3542,"El gobernador de Río Grande del Sur entre 1898 y 1928, representado en el poema ""Antonio Chimango"", es Julio Prates de Castilhos."
"En el contexto del Senado argentino, ¿qué fue el 'cristimandering' y qué objetivo tenía?",El 'cristimandering' fue la redistribución de bancas en el Senado realizada por Cristina Kirchner para asegurar que el oficialismo obtuviera más lugares en el Consejo de la Magistratura.,2430,2430,2476,3053,"El ""cristimandering"" fue una estrategia de rediseño de distritos electorales del bloque oficialista en el Senado argentino, implementada por Cristina Kirchner para obtener más lugares en el Consejo de la Magistratura."
"A pesar del récord de exportaciones agropecuarias en Argentina, ¿cuál es la principal razón por la que las reservas del Banco Central se mantienen bajas?","La demanda de divisas para importaciones, compras de energía, la reapertura del turismo internacional y los movimientos de capitales, junto a la falta de confianza en la economía argentina, hacen que las reservas del Banco Central se mantengan bajas.",4098,4098,4114,605,Las reservas del Banco Central se mantienen bajas debido a la falta de confianza en la economía argentina.
"A raíz del triunfo de Gustavo Petro en las elecciones presidenciales de Colombia, ¿qué tipo de mensaje envió Alberto Fernández y qué implicaciones tuvo?",Alberto Fernández felicitó a Gustavo Petro por su victoria y resaltó que su triunfo consolida la democracia y abre camino a una América Latina integrada.,4156,4156,2714,4205,Alberto Fernández felicitó a Gustavo Petro por su triunfo en las elecciones presidenciales de Colombia.
"Durante el fin de semana pasado, se abrió un antiguo depósito de Alpargatas en La Plata, ofreciendo productos a precios muy bajos. ¿Cuáles son algunos ejemplos de las marcas de calzado que se podían encontrar en este depósito?","Entre las marcas de calzado disponibles se encontraban Flecha, Pampero, Panam, Calzado con licencia Disney y Speed.",3888,3888,518,366,"Entre las marcas de calzado que se podían encontrar en este depósito se encontraban Flecha, Pampero, Panam, Calzado con licencia Disney y Speed."
"En marzo de 2022, ¿cómo ha variado la cotización del dólar blue en comparación con su valor a principios de año?","El dólar blue ha retrocedido un 3,92 por ciento en comparación con su valor a principios de año.",1698,1700,1705,3712,"El dólar blue ha variado un 3,42% en comparación con su valor a principios de marzo de 2022."
"Según Emmanuel Álvarez Agis, ¿qué consecuencias negativas tendrá la salida de Matías Kulfas del Ministerio de Desarrollo Productivo?","Álvarez Agis argumenta que la salida de Kulfas, motivada por un supuesto off, genera un clima de miedo que desincentiva a funcionarios a tomar decisiones con convicción y, en consecuencia, provocará un segundo semestre complicado política y económicamente.",3600,3600,3792,3608,"La salida de Matías Kulfas del Ministerio de Desarrollo Productivo podría generar ""una economía no puede depender de diez recitales""."
"De acuerdo con Alfonso Mingo Jozami, ¿cómo se puede lograr una situación beneficiosa para todos los sectores involucrados en la Hidrovía, en relación al peaje?","Según Jozami, se puede lograr una situación beneficiosa para todos los sectores involucrados en la Hidrovía al reducir el peaje, lo que permitiría financiar obras adicionales para aumentar el calado de la vía navegable.",2938,2938,1559,1238,"Para lograr una situación beneficiosa para todos los sectores involucrados en la Hidrovía, se debe bajar la tarifa."
"En abril de 2022, ¿qué medida judicial buscó el diputado Germán Martínez para frenar la designación de Roxana Reyes en el Consejo de la Magistratura?","Martínez solicitó una medida cautelar para impugnar la designación de Reyes, argumentando que su bloque quedaba subrepresentado en el Consejo.",2693,2880,2693,2288,El diputado Germán Martínez buscó la suspensión de la designación de Roxana Reyes en el Consejo de la Magistratura mediante una medida cautelar.
"En 2020, el gobierno argentino implementó una política previsional que modificó la fórmula de movilidad de las jubilaciones. ¿Qué impacto tuvo esta medida en los ingresos de los jubilados?","La suspensión de la fórmula de movilidad en 2020 provocó un ajuste en los ingresos de los jubilados, con aumentos por debajo de la inflación y un menor número de nuevas jubilaciones.",350,350,2589,1125,"La política previsional implementada en 2020 modificó la fórmula de movilidad de las jubilaciones, lo que resultó en un aumento significativo en los ingresos de los jubilados."
"A pesar de estar retirado de la política, ¿cómo describe Mauricio Macri su actual rol en el PRO y en Juntos por el Cambio?","Macri se presenta como un padrino de candidatos, y ve una oportunidad de volver a la presidencia si la crisis se profundiza.",779,2292,2033,2059,"Mauricio Macri describe su rol en el PRO y Juntos por el Cambio como ""líder"" y ""coordinador"" de la oposición."
"En la investigación por los afiches contra Cristina Kirchner, ¿quién se ha convertido en un personaje central según la investigación judicial y cuál es su vínculo con el gobierno de Mauricio Macri?","Valentín Bueno, titular de la agencia de comunicación Latcom LatinAmerica Comunication, es el personaje central de la investigación y fue un proveedor clave de publicidad para el gobierno de Mauricio Macri.",1851,1851,1854,2497,"El personaje central de la investigación judicial es Valentín Bueno, titular de la agencia de comunicación Latcom LatinAmerica Comunication, y su vínculo con el gobierno de Mauricio Macri es que fue el encargado de la imprenta donde se realizaron los trabajos para crear los afiches."
"Por qué el jefe de la policía de Mendoza, Roberto Munives, fue desplazado de su cargo?",Roberto Munives fue desplazado de su cargo por presentar información falsa para que su pareja escalara el Aconcagua sin el pase sanitario obligatorio.,421,421,544,2461,"El jefe de la policía de Mendoza, Roberto Munives, fue desplazado de su cargo debido a que se descubrió que había mentido al tramitar un pedido para que su pareja escalara el Aconcagua sin el pase sanitario correspondiente."
"De acuerdo con las declaraciones del presidente uruguayo Luis Lacalle Pou, ¿cuál es la postura de Uruguay con respecto a la apertura comercial y su relación con el Mercosur?","Uruguay busca abrirse al mundo con acuerdos comerciales, incluso si esto implica actuar por separado del Mercosur, aunque sin violentar el bloque.",3041,3041,3285,4408,"Uruguay busca abrirse al mundo, pero no busca acompañamiento de Argentina y Brasil en el Mercosur."
"En el mercado argentino de colchones, ¿por qué se observa una gran proliferación de marcas y fabricantes, a pesar de que la mayoría de los consumidores son indiferentes a la marca?","El mercado argentino de colchones está altamente fragmentado, con más de 100 fabricantes debido a las bajas barreras de entrada, lo que permite que cualquiera pueda comenzar a producir y vender colchones.",2100,2100,3386,2529,"La proliferación de marcas y fabricantes en el mercado argentino de colchones se debe a que la mayoría de los consumidores son indiferentes a la marca, lo que permite a las empresas expandir su presencia y competir con otras marcas."
"En el caso del allanamiento del búnker de Hugo Moyano, ¿cuál fue la motivación de la jueza María Eugenia Maiztegui para tomar esta decisión?","La jueza Maiztegui decidió allanar el búnker de Hugo Moyano debido a una investigación por extorsión contra un empresario de San Pedro, que sufrió el bloqueo de su distribuidora por parte de sindicalistas de Moyano.",3081,3081,3159,3047,La motivación de la jueza María Eugenia Maiztegui para tomar la decisión de allanar el búnker de Moyano fue por estrés.
"Durante su gestión, ¿cómo logró el intendente Mauricio Davico aumentar el peso de los ingresos propios en el presupuesto municipal de Pueblo General Belgrano, a pesar de haber reducido las tasas?","Davico logró este objetivo al reducir los gastos del municipio, implementando medidas de eficiencia fiscal y reduciendo el personal, lo que generó confianza en la comunidad y un aumento en el pago de las tasas.",2526,2526,3532,1166,Aumentó el peso de los ingresos propios en el presupuesto municipal de Pueblo General Belgrano a través de la reducción de impuestos municipales.
"Debido a la escasez mundial de chips, ¿qué medidas ha implementado el Gobierno argentino para afrontar la falta de tarjetas SUBE en el transporte público de Buenos Aires?","El Gobierno amplió los puntos de venta, entregó nuevas tarjetas y habilitó boleterías del subte como puntos de acceso, además de impulsar un sistema de pago con teléfono móvil como alternativa.",1649,1649,3803,3235,"El Gobierno argentino ha implementado la ampliación de los puntos de venta de la SUBE, con la entrega de 550.000 tarjetas desde enero hasta marzo, y la venta de 50.000 tarjetas en la semana actual."
"Según el CEO de Luigi Bosca, ¿cuál es la clave para tener éxito en el negocio exportador?",La clave del negocio exportador es construir confianza y relaciones de largo plazo.,3891,3891,966,3018,La clave para tener éxito en el negocio exportador es construir confianza.
"Según Alfredo Cornejo, ¿qué medidas deberían implementarse para achicar el estado argentino y cuál es su visión sobre la relación laboral?","Cornejo propone achicar el Estado eliminando ministerios y organismos, además de impulsar una reforma laboral que modifique las relaciones laborales actuales, con un enfoque en la flexibilización y adaptación a las necesidades del mercado.",3741,3741,1471,3684,"Cornejo propuso ""achicar el Estado"" mediante la eliminación de ministerios y la reforma laboral, y también promovió la modificación de las relaciones laborales y la eliminación de impuestos no tributarios."
"Tras la condena a Cristina Kirchner, ¿qué implicancias tiene la sentencia para su futuro político y para las elecciones de 2023?","La condena no impide que Cristina Kirchner compita en las elecciones de 2023, aunque la sentencia podría ser apelada y tiene implicancias en su imagen y posibilidades de triunfo.",3906,3906,2348,2682,"La condena a Cristina Kirchner tendría implicancias significativas para su futuro político y para las elecciones de 2023, ya que podría afectar su capacidad para liderar y representar a la nación."
"Según Graciela Fernández Meijide, ¿cómo utiliza el kirchnerismo la memoria de la última dictadura militar?","Fernández Meijide sostiene que el kirchnerismo hace un uso 'brutal' de la memoria de la dictadura, utilizandola para sus propios fines políticos.",1846,1846,1865,1986,El kirchnerismo utiliza la memoria de la última dictadura militar para justificar su autoritarismo y mantener su poder.
"Según Enrique Lew, ¿cuál es la principal traba para la creación de riqueza en Argentina?","Enrique Lew considera que la principal traba para la creación de riqueza en Argentina es el ataque al empleo, que se manifiesta en los impuestos, la carga burocrática y los juicios laborales.",33,33,3675,1471,La principal traba para la creación de riqueza en Argentina es la falta de empleo.
"En enero de 2022, ¿cuál fue el porcentaje de aumento del precio de la VTV en la provincia de Buenos Aires?",El precio de la VTV en la provincia de Buenos Aires aumentó un 42% en enero de 2022.,561,561,181,478,El precio de la Verificación Técnica Vehicular (VTV) aumentó en 42% en la provincia de Buenos Aires.
Quién es el actual presidente de la empresa estatal Energía Argentina (Enarsa) y cuáles son las principales obras públicas que lleva adelante?,"Agustín Gerez, un abogado de 34 años, es el presidente de Enarsa y está a cargo de la compra de buques de GNL, la construcción de dos represas en Santa Cruz y la construcción del gasoducto Néstor Kirchner.",3420,3420,3822,461,El actual presidente de la empresa estatal Energía Argentina (Enarsa) es Agustín Gerez.
"Según el artículo, ¿qué factor clave impulsa la creciente demanda de empresas de Foodtech en Argentina y Latinoamérica?","La creciente demanda de alimentos personalizados, saludables y sostenibles, impulsada por la conciencia ambiental y la búsqueda de una dieta más balanceada, especialmente entre las nuevas generaciones, es el factor clave que impulsa la creciente demanda de empresas de Foodtech en Argentina y Latinoamérica.",1652,1652,3827,3181,"La demanda de empresas de Foodtech en Argentina y Latinoamérica se impulsa por la creciente conciencia de los consumidores sobre qué comen, cómo se producen sus alimentos y qué impacto tienen en el medio ambiente."
"Cómo se financió el crecimiento patrimonial de Daniel Muñoz, exsecretario de los Kirchner, y cuál fue su trayectoria empresarial?","Daniel Muñoz, quien comenzó como taxista, construyó su imperio inmobiliario a través de un entramado de sociedades anónimas, inversiones en propiedades subvaluadas y la colaboración de Víctor Manzanares, excontador de los Kirchner, quien diseñó la ingeniería financiera para el crecimiento patrimonial de Muñoz.",95,95,91,1725,"El crecimiento patrimonial de Daniel Muñoz se financió principalmente a través de operaciones de inmobiliarias y sociedades anónimas, así como a través de la participación en inversiones en propiedades en Turcas y Caicos y otros lugares."
"En 2022, ¿qué argumento expuso Elon Musk en Twitter para justificar la necesidad de que Tesla se involucre en la minería y refinación de litio?",Elon Musk argumentó que el precio del litio había alcanzado niveles 'demenciales' y que Tesla podría tener que ingresar en la minería y la refinería para controlar los costos.,2337,1262,2337,3664,"""Elon Musk argumentó que la Argentina es un mercado estratégico para la producción de litio debido a su mayor nivel de reservas y su creciente demanda de vehículos eléctricos""."
"En junio de 2022, ¿qué tipo de aeronave, de origen iraní y propiedad de una empresa venezolana, fue retenida en el Aeropuerto Internacional de Ezeiza?","Un Boeing 747 de carga, perteneciente a la empresa Emtrasur, subsidiaria de Conviasa, fue retenido en Ezeiza.",4176,4176,4195,4193,El avión retenido en Ezeiza fue un Boeing 747-300 de carga propiedad de la empresa iraní sancionada por EE.UU. Mahan Air.
"En el contexto de la creciente demanda por entregas rápidas y la necesidad de reducir la huella de carbono, ¿qué iniciativa ha implementado Andreani para contribuir a la sostenibilidad en su logística?",Andreani está trabajando en la incorporación de vehículos eléctricos como parte de su plan Visión 2030 para reducir la huella de carbono.,3861,3861,51,2973,"Andreani ha implementado un plan de sostenibilidad llamado ""Visión 2030"" que incluye la reducción de la huella de carbono, la sustitución de vehículos eléctricos y la creación de un programa de calificación de proveedores sustentables."
"Según Marcos Galperín, ¿cuál es la principal razón por la que muchos empresarios argentinos abandonan el país?",Los empresarios argentinos están cansados de los constantes cambios en las reglas del juego.,2922,2922,221,312,Muchos empresarios argentinos abandonan el país porque están cansados de que cambien las reglas.
"En el contexto de la creciente inflación en Argentina, ¿cómo explica José Ignacio de Mendiguren, presidente del BICE, la situación actual a la luz de la inflación global y la guerra en Ucrania?","De Mendiguren argumenta que la inflación argentina no es simplemente 'una inflación más', sino que está influenciada por la inflación global provocada por la pandemia y agravada por la guerra en Ucrania, que afecta particularmente a la canasta básica alimentaria y la energía.",3091,3091,1467,2058,"La situación actual en Argentina se explica a la luz de la inflación global y la guerra en Ucrania como una ""inflación más"" debido a la alta inflación en otros países como Estados Unidos y Europa."
"En el contexto del conflicto de Malvinas, ¿cómo se relaciona la identificación de Javier Milei con Margaret Thatcher con las críticas que recibió la figura de la ex primera ministra británica en Argentina?","Milei se identifica con Thatcher, quien hundió el crucero General Belgrano durante la Guerra de Malvinas, lo que generó críticas por la pérdida de vidas argentinas.",3951,4030,4168,3951,"La identificación de Javier Milei con Margaret Thatcher se relaciona con las críticas que recibió la figura de la ex primera ministra británica en Argentina, debido a su política socialista y su postura en contra de la libertad económica."
"Según el estudio de Nery Persichini, ¿qué porcentaje de su vida ha transcurrido en recesión un argentino que nació en 1986?",Un argentino nacido en 1986 ha vivido el 42% de su vida en recesión.,487,368,487,3647,Un argentino que nació en 1986 ha transcurrido 42% de su vida en recesión.
"En el contexto de su labor como funcionario judicial, ¿cuántas veces se ha visto involucrado Emilio Rosatti, hijo del presidente de la Corte Suprema de Justicia de la Nación, en situaciones que implicaban alcoholemia positiva al conducir?",Emilio Rosatti ha sido involucrado en dos situaciones con alcoholemia positiva al conducir.,419,419,3173,3055,"Emilio Rosatti, hijo del presidente de la Corte Suprema de Justicia de la Nación, ha sido objeto de múltiples multas por alcoholemia positiva al conducir."
"Según el Fiscal de Estado de Entre Ríos, ¿cuál es el rol del Poder Ejecutivo en la destitución de la fiscal Cecilia Goyeneche?","El Poder Ejecutivo no intervino en el proceso de destitución de la fiscal Goyeneche, ya que no tiene representación en el Jurado de Enjuiciamiento y sus acciones se limitaron a responder un amparo presentado por la propia fiscal.",3592,3780,3592,3773,"El Poder Ejecutivo no interviene en la destitución de la fiscal Cecilia Goyeneche, ya que no tiene representación en la integración del jury."
"Según Juan José Tufaro, ¿cuál es la principal necesidad en materia de movilidad en la Ciudad de Buenos Aires y qué tipo de agenda se debería generar?","Tufaro considera que es necesario generar una nueva agenda para la ciudad que priorice la sustentabilidad y la movilidad eléctrica, con el objetivo de mejorar el medio ambiente y la calidad de vida de los ciudadanos.",3992,3992,3584,3289,La principal necesidad en materia de movilidad en la Ciudad de Buenos Aires es la sustentabilidad.
"En el 2021, ¿qué análisis realizó Georgina Losada sobre la política provincial en Santa Fe que la llevó a convencer a su hermana Carolina de incursionar en la política?","Georgina Losada consideró que la política provincial estaba 'muy planchada' y que la irrupción de un candidato nuevo, proveniente de fuera del ámbito político, podría funcionar.",3174,3174,276,2854,"En el 2021, Georgina Losada realizó un análisis que la llevó a convencer a su hermana Carolina de incursionar en la política."
"Según Sergio 'Kun' Agüero, ¿cuál es el principal problema con el impuesto al patrimonio?","Agüero critica la doble imposición que genera el impuesto al patrimonio, argumentando que si ya se pagan impuestos por los ingresos, no debería haber un gravamen adicional sobre el patrimonio.",645,645,315,56,El principal problema con el impuesto al patrimonio es que genera una doble imposición.
Cuál fue la cotización del dólar blue para la compra y venta el sábado 04 de junio de 2022?,El dólar blue cotizó a $202.00 para la compra y $205.00 para la venta el sábado 04 de junio de 2022.,3702,3702,4419,4144,El precio del dólar blue para la compra y venta el sábado 04 de junio de 2022 fue de $202.00 para la compra y $205.00 para la venta.
"Según Javier Milei, ¿por qué la venta de órganos debería ser legal?",Milei argumenta que la venta de órganos debería ser legal porque las personas deberían tener la libertad de disponer de su propio cuerpo.,3586,3586,3733,3453,"La venta de órganos debería ser legal porque, según Milei, ""es un mercado más"" y las personas deberían poder ""disponer de su cuerpo""."
"En el contexto de los incendios en Corrientes, ¿qué crítica principal le hicieron los senadores de Juntos por el Cambio al Ministro de Ambiente, Juan Cabandié, en la reunión de la Comisión de Ambiente del Senado?","Los senadores de Corrientes, Eduardo Vischi y Mercedes Valenzuela, criticaron la respuesta tardía del Ministerio de Ambiente ante los incendios, cuestionando la efectividad del Plan Nacional de Manejo del Fuego y la falta de acción oportuna para atender la situación.",1178,1178,1173,764,"Los senadores de Juntos por el Cambio criticaron al ministro de Ambiente, Juan Cabandié, por no definir la política agropecuaria provincial."
"Durante una discusión televisiva sobre la situación económica argentina, ¿qué crítica le lanzó Myriam Bregman a Ramiro Marra en referencia a la figura de Domingo Cavallo?","Bregman le pidió a Marra que dejara de reivindicar a Cavallo, alegando que este ya había hundido al país.",454,454,2243,1981,Bregman criticó a Marra por no reivindicar a Cavallo.
Por qué Suramericana decidió vender su negocio de caución ACG?,"Suramericana decidió vender ACG para enfocarse en líneas de seguros generales y de vida, con el objetivo de consolidar su posición en el mercado argentino.",1505,1505,1251,3830,La venta de ACG se realizó debido a un proceso de consolidación en el mercado local para especializarse en líneas de seguros generales y vida.
"En mayo de 2022, ¿cómo se comparaba el precio del dólar blue en relación al mes anterior?","En mayo de 2022, el dólar blue experimentó un aumento del 1% en comparación con el mes anterior.",3241,3243,3711,3712,"En mayo de 2022, el precio del dólar blue era de $202 para la compra y $205 para la venta."
"Según Javier Milei, ¿qué hizo para alimentar a sus perros durante un período de dificultades económicas?",Milei asegura que dejó de comer él para alimentar a sus perros durante un periodo en el que tuvo dificultades económicas.,4432,4252,4432,4373,"Al alimentar a sus perros durante un período de dificultades económicas, Javier Milei los alimentó con pizzas."
"Según Eduardo Belliboni, ¿qué posición toma Luis D'Elía respecto al ajuste económico y al gobierno actual?","Belliboni considera que D'Elía apoya al gobierno y al ajuste económico, convirtiéndolo en un ",1838,1838,1843,2290,Luis D'Elía se opone al ajuste económico y al gobierno actual.
"Según el artículo, ¿cómo se está trabajando para mejorar la eficiencia de la conversión de alimento en carne en la raza Angus?","Se están desarrollando dos nuevos DEPs basados en el Consumo Individual de Materia Seca (CMS) y el Consumo Residual (RFI), utilizando comederos inteligentes para medir el consumo y la ganancia de peso.",2098,2098,608,3426,Se está trabajando para mejorar la eficiencia de la conversión de alimento en carne en la raza Angus mediante la medición del Consumo Individual de Materia Seca (CMS) y el Consumo Residual (RFI) mediante comederos inteligentes.
"Durante su visita a Río Gallegos, ¿qué tipo de artículos compró Cristina Kirchner en la tienda La Juana?",Cristina Kirchner compró ropa en la tienda La Juana.,2224,2224,112,166,La vicepresidenta Cristina Kirchner compró ropa y accesorios.
"En el contexto de la participación de Mauricio Macri en el Mundial de Bridge en Italia, ¿cómo se caracterizó la reacción en las redes sociales?","La participación de Mauricio Macri en el Mundial de Bridge desató una ola de memes y comentarios irónicos en las redes sociales, contrastando su presencia en el torneo con la situación económica del país.",1855,1855,1771,1367,"Las reacciones en las redes sociales fueron de ironía y humor, con muchos usuarios expresando su descontento por la participación de Macri en el torneo."
"A pesar de sus raíces peronistas, ¿cómo ha evolucionado la trayectoria política de Manuel Passaglia, intendente de San Nicolás, en los últimos años?","Manuel Passaglia, originalmente del Frente para la Victoria, se unió al gobierno de María Eugenia Vidal en 2017 y ha mantenido una postura independiente dentro de Juntos por el Cambio.",2237,2237,3124,1543,"Desde 2017, Manuel Passaglia ha evolucionado hacia un perfil más conservador y nacionalista, manteniendo su identidad peronista."
"Según una encuesta de la consultora CB, ¿quiénes son los tres intendentes del conurbano bonaerense con peor imagen?","Los tres intendentes con peor imagen son Mayra Mendoza (Quilmes), Fernando Espinoza (La Matanza) y Mario Ishii (José C. Paz).",2250,1412,2045,2250,"Los tres intendentes con peor imagen son Diego Valenzuela, Federico Achával y Lucas Ghi."
"Debido a la escasez de gasoil y los sobreprecios, ¿qué acción tomaron los transportistas en junio de 2022 para expresar su descontento?","Los transportistas bloquearon con camiones la autopista Buenos Aires-La Plata, impidiendo el acceso a la ciudad de Buenos Aires hasta las 8:30.",3803,4227,3810,3408,Los transportistas autoconvocados decidieron suspender el paro de actividades en junio de 2022.
"En el contexto de la crisis política que atravesaba Argentina en 2022, ¿cómo se manifestó Cristina Kirchner en relación al 25 de Mayo?","Cristina Kirchner publicó un mensaje en Twitter en el que destacó su amor por Argentina y su historia, reconociendo que era un momento difícil para el pueblo, pero animándolo a celebrar la Patria.",3536,3536,3566,1894,"Cristina Kirchner expresó su amor y lealtad a su país y a su historia, y celebró el Día de la Patria con un mensaje de ""Viva la Patria argentinos y argentinas""."
A partir de qué fecha comenzó a aplicarse la pensión vitalicia para familiares de fallecidos por COVID-19?,La pensión vitalicia para familiares de fallecidos por COVID-19 se aplica desde junio de 2020.,3195,3195,1515,2816,Comenzó a aplicarse desde el 1° de junio de 2022.
"En el contexto del 40° aniversario del fin de la Guerra de Malvinas, ¿qué declaración polémica realizó Javier Milei sobre una figura histórica británica, y cómo justificó sus comentarios?","Javier Milei declaró que se sentía identificado con Margaret Thatcher, la Primera Ministra británica,  justificando su admiración por las cualidades de liderazgo de Thatcher y los cambios que implementó en su país, sin referirse a la causa Malvinas.",4168,4168,4030,3951,"Javier Milei justificó su declaración sobre Margaret Thatcher, la primera ministra británica, diciendo que su dotes como líder y cambios en su país, como la inflación baja y la reforma de mercado, no tenían relación con la causa de la Guerra de Malvinas."
"Antes de que el avión venezolano-iraní aterrizara en Argentina, ¿cuántas alertas sobre su posible vinculación con el terrorismo recibió el gobierno argentino?","El gobierno argentino recibió dos alertas sobre el avión, una de la AFI en Paraguay y otra del presidente Alberto Fernández durante su visita a los Estados Unidos.",4453,4453,3933,4166,El gobierno argentino recibió al menos dos alertas sobre el avión venezolano-iraní antes de que aterrizara en Argentina.
"En la interna del clan Moyano, ¿qué desencadenó la exclusión de Pablo Moyano como segundo al mando en la Federación Nacional de Trabajadores Camioneros?","La renovación de autoridades del gremio en diciembre de 2021, donde el cargo de secretario adjunto pasó a manos de Jorge Omar Taboada.",100,100,1083,2878,La exclusión de Pablo Moyano como segundo al mando en la Federación Nacional de Trabajadores Camioneros se debió a la impugnación de una lista opositora encabezada por el periodista Fabián Doman y dirigentes políticos vinculados a Pro.
Cuál es el porcentaje de incremento en la capacidad de generación renovable que tendrá San Juan con la finalización del proyecto del parque solar El Zonda?,El parque solar El Zonda ampliará la capacidad de generación renovable actual de San Juan en un 25%.,805,805,2394,3650,San Juan tendrá un 25% de mayor capacidad de generación renovable.
